attribute,value,idf
displacement,121.0,0.8372040397484117
displacement,121.0,0.8372040397484117
displacement,121.0,0.8372040397484117
displacement,121.0,0.8372040397484117
displacement,121.0,0.8372040397484117
displacement,121.0,0.8372040397484117
displacement,121.0,0.8372040397484117
displacement,121.0,0.8372040397484117
displacement,122.0,0.8432094209987658
displacement,122.0,0.8432094209987658
displacement,122.0,0.8432094209987658
displacement,122.0,0.8432094209987658
displacement,122.0,0.8432094209987658
displacement,122.0,0.8432094209987658
displacement,122.0,0.8432094209987658
displacement,130.0,0.9073720252572873
displacement,131.0,0.9173031551490552
displacement,134.0,0.9494627056568926
displacement,134.0,0.9494627056568926
displacement,134.0,0.9494627056568926
displacement,134.0,0.9494627056568926
displacement,135.0,0.9609435924158435
displacement,135.0,0.9609435924158435
displacement,135.0,0.9609435924158435
displacement,135.0,0.9609435924158435
displacement,135.0,0.9609435924158435
displacement,140.0,1.0236502791045485
displacement,140.0,1.0236502791045485
displacement,140.0,1.0236502791045485
displacement,140.0,1.0236502791045485
displacement,140.0,1.0236502791045485
displacement,140.0,1.0236502791045485
displacement,140.0,1.0236502791045485
displacement,140.0,1.0236502791045485
displacement,140.0,1.0236502791045485
displacement,140.0,1.0236502791045485
displacement,140.0,1.0236502791045485
displacement,140.0,1.0236502791045485
displacement,140.0,1.0236502791045485
displacement,140.0,1.0236502791045485
displacement,140.0,1.0236502791045485
displacement,140.0,1.0236502791045485
displacement,141.0,1.0371833559459147
displacement,141.0,1.0371833559459147
displacement,144.0,1.079572637233505
displacement,146.0,1.1092048121314597
displacement,146.0,1.1092048121314597
displacement,146.0,1.1092048121314597
displacement,151.0,1.1873165509973154
displacement,151.0,1.1873165509973154
displacement,151.0,1.1873165509973154
displacement,151.0,1.1873165509973154
displacement,151.0,1.1873165509973154
displacement,151.0,1.1873165509973154
displacement,151.0,1.1873165509973154
displacement,151.0,1.1873165509973154
displacement,151.0,1.1873165509973154
displacement,151.0,1.1873165509973154
displacement,155.0,1.2529510031323003
displacement,156.0,1.2696549975721674
displacement,156.0,1.2696549975721674
displacement,156.0,1.2696549975721674
displacement,156.0,1.2696549975721674
displacement,156.0,1.2696549975721674
displacement,156.0,1.2696549975721674
displacement,163.0,1.387690006608453
displacement,163.0,1.387690006608453
displacement,168.0,1.4703029180982965
displacement,168.0,1.4703029180982965
displacement,168.0,1.4703029180982965
displacement,171.0,1.5177494970471679
displacement,173.0,1.548079111479709
displacement,173.0,1.548079111479709
displacement,173.0,1.548079111479709
displacement,181.0,1.6548366981411926
displacement,183.0,1.6770429123596975
displacement,198.0,1.7749786173917854
displacement,198.0,1.7749786173917854
displacement,198.0,1.7749786173917854
displacement,199.0,1.7773035026672572
displacement,199.0,1.7773035026672572
displacement,200.0,1.7791694685954726
displacement,200.0,1.7791694685954726
displacement,200.0,1.7791694685954726
displacement,200.0,1.7791694685954726
displacement,200.0,1.7791694685954726
displacement,200.0,1.7791694685954726
displacement,200.0,1.7791694685954726
displacement,200.0,1.7791694685954726
displacement,225.0,1.7451886847679121
displacement,225.0,1.7451886847679121
displacement,225.0,1.7451886847679121
displacement,225.0,1.7451886847679121
displacement,225.0,1.7451886847679121
displacement,225.0,1.7451886847679121
displacement,225.0,1.7451886847679121
displacement,225.0,1.7451886847679121
displacement,225.0,1.7451886847679121
displacement,225.0,1.7451886847679121
displacement,225.0,1.7451886847679121
displacement,225.0,1.7451886847679121
displacement,225.0,1.7451886847679121
displacement,231.0,1.7362761726592515
displacement,231.0,1.7362761726592515
displacement,231.0,1.7362761726592515
displacement,231.0,1.7362761726592515
displacement,231.0,1.7362761726592515
displacement,231.0,1.7362761726592515
displacement,231.0,1.7362761726592515
displacement,231.0,1.7362761726592515
displacement,232.0,1.7353833551439402
displacement,232.0,1.7353833551439402
displacement,232.0,1.7353833551439402
displacement,232.0,1.7353833551439402
displacement,232.0,1.7353833551439402
displacement,232.0,1.7353833551439402
displacement,232.0,1.7353833551439402
displacement,232.0,1.7353833551439402
displacement,232.0,1.7353833551439402
displacement,232.0,1.7353833551439402
displacement,232.0,1.7353833551439402
displacement,250.0,1.7532332598517184
displacement,250.0,1.7532332598517184
displacement,250.0,1.7532332598517184
displacement,250.0,1.7532332598517184
displacement,250.0,1.7532332598517184
displacement,250.0,1.7532332598517184
displacement,250.0,1.7532332598517184
displacement,250.0,1.7532332598517184
displacement,250.0,1.7532332598517184
displacement,250.0,1.7532332598517184
displacement,250.0,1.7532332598517184
displacement,250.0,1.7532332598517184
displacement,250.0,1.7532332598517184
displacement,250.0,1.7532332598517184
displacement,250.0,1.7532332598517184
displacement,250.0,1.7532332598517184
displacement,250.0,1.7532332598517184
displacement,258.0,1.7773680156852842
displacement,258.0,1.7773680156852842
displacement,258.0,1.7773680156852842
displacement,258.0,1.7773680156852842
displacement,258.0,1.7773680156852842
displacement,260.0,1.7839824509924669
displacement,260.0,1.7839824509924669
displacement,260.0,1.7839824509924669
displacement,262.0,1.7906006257215652
displacement,262.0,1.7906006257215652
displacement,267.0,1.8063991142829148
displacement,302.0,1.8155936391369853
displacement,302.0,1.8155936391369853
displacement,302.0,1.8155936391369853
displacement,302.0,1.8155936391369853
displacement,302.0,1.8155936391369853
displacement,302.0,1.8155936391369853
displacement,302.0,1.8155936391369853
displacement,302.0,1.8155936391369853
displacement,302.0,1.8155936391369853
displacement,302.0,1.8155936391369853
displacement,302.0,1.8155936391369853
displacement,304.0,1.8122186966113567
displacement,304.0,1.8122186966113567
displacement,304.0,1.8122186966113567
displacement,304.0,1.8122186966113567
displacement,304.0,1.8122186966113567
displacement,304.0,1.8122186966113567
displacement,304.0,1.8122186966113567
displacement,305.0,1.8105773202359692
displacement,305.0,1.8105773202359692
displacement,305.0,1.8105773202359692
displacement,305.0,1.8105773202359692
displacement,307.0,1.8074530329802734
displacement,307.0,1.8074530329802734
displacement,307.0,1.8074530329802734
displacement,318.0,1.7980648922008342
displacement,318.0,1.7980648922008342
displacement,318.0,1.7980648922008342
displacement,318.0,1.7980648922008342
displacement,318.0,1.7980648922008342
displacement,318.0,1.7980648922008342
displacement,318.0,1.7980648922008342
displacement,318.0,1.7980648922008342
displacement,318.0,1.7980648922008342
displacement,318.0,1.7980648922008342
displacement,318.0,1.7980648922008342
displacement,318.0,1.7980648922008342
displacement,318.0,1.7980648922008342
displacement,318.0,1.7980648922008342
displacement,318.0,1.7980648922008342
displacement,318.0,1.7980648922008342
displacement,318.0,1.7980648922008342
displacement,340.0,1.853546034389183
displacement,350.0,1.9193416626069688
displacement,350.0,1.9193416626069688
displacement,350.0,1.9193416626069688
displacement,350.0,1.9193416626069688
displacement,350.0,1.9193416626069688
displacement,350.0,1.9193416626069688
displacement,350.0,1.9193416626069688
displacement,350.0,1.9193416626069688
displacement,350.0,1.9193416626069688
displacement,350.0,1.9193416626069688
displacement,350.0,1.9193416626069688
displacement,350.0,1.9193416626069688
displacement,350.0,1.9193416626069688
displacement,350.0,1.9193416626069688
displacement,350.0,1.9193416626069688
displacement,350.0,1.9193416626069688
displacement,350.0,1.9193416626069688
displacement,350.0,1.9193416626069688
displacement,351.0,1.927288621696734
displacement,351.0,1.927288621696734
displacement,351.0,1.927288621696734
displacement,351.0,1.927288621696734
displacement,351.0,1.927288621696734
displacement,351.0,1.927288621696734
displacement,351.0,1.927288621696734
displacement,351.0,1.927288621696734
displacement,360.0,2.0090481162502005
displacement,360.0,2.0090481162502005
displacement,360.0,2.0090481162502005
displacement,360.0,2.0090481162502005
displacement,383.0,2.2823756483616084
displacement,383.0,2.2823756483616084
displacement,390.0,2.377018478197082
displacement,400.0,2.517417315710818
displacement,400.0,2.517417315710818
displacement,400.0,2.517417315710818
displacement,400.0,2.517417315710818
displacement,400.0,2.517417315710818
displacement,400.0,2.517417315710818
displacement,400.0,2.517417315710818
displacement,400.0,2.517417315710818
displacement,400.0,2.517417315710818
displacement,400.0,2.517417315710818
displacement,400.0,2.517417315710818
displacement,400.0,2.517417315710818
displacement,400.0,2.517417315710818
displacement,429.0,2.96653803731366
displacement,429.0,2.96653803731366
displacement,429.0,2.96653803731366
displacement,440.0,3.167751570730875
displacement,440.0,3.167751570730875
displacement,454.0,3.4679536782020035
displacement,455.0,3.491789652698249
displacement,455.0,3.491789652698249
displacement,455.0,3.491789652698249
horsepower,46.0,2.427270842586215
horsepower,46.0,2.427270842586215
horsepower,48.0,2.2528251405254167
horsepower,48.0,2.2528251405254167
horsepower,48.0,2.2528251405254167
horsepower,49.0,2.1698656370604454
horsepower,52.0,1.9378787783455285
horsepower,52.0,1.9378787783455285
horsepower,52.0,1.9378787783455285
horsepower,52.0,1.9378787783455285
horsepower,53.0,1.8661494318667633
horsepower,53.0,1.8661494318667633
horsepower,54.0,1.7972063912563532
horsepower,58.0,1.5490796913990101
horsepower,58.0,1.5490796913990101
horsepower,60.0,1.4413607683785181
horsepower,60.0,1.4413607683785181
horsepower,60.0,1.4413607683785181
horsepower,60.0,1.4413607683785181
horsepower,60.0,1.4413607683785181
horsepower,61.0,1.3914951516308307
horsepower,62.0,1.3442426539212244
horsepower,62.0,1.3442426539212244
horsepower,63.0,1.2995590430617228
horsepower,63.0,1.2995590430617228
horsepower,63.0,1.2995590430617228
horsepower,63.0,1.2995590430617228
horsepower,64.0,1.2573944948818385
horsepower,65.0,1.2176939225474857
horsepower,65.0,1.2176939225474857
horsepower,65.0,1.2176939225474857
horsepower,65.0,1.2176939225474857
horsepower,65.0,1.2176939225474857
horsepower,65.0,1.2176939225474857
horsepower,65.0,1.2176939225474857
